Total changes: 6813
  [台南] 將軍區 -> 將軍
  [台南] 後壁區 -> 後壁
  [台南] 新化區 -> 新化
  [台南] 新市區 -> 新市
  [台南] 新營區 -> 新營
  [台南] 東山區 -> 東山
  [台南] 東山區 -> 東山
  [台南] 柳營區 -> 柳營
  [台南] 玉井區 -> 玉井
  [台南] 龍崎區 -> 龍崎
  [台南] 新化區 -> 新化
  [台南] 白河區 -> 白河
  [台南] 永康區 -> 永康
  [台南] 善化區 -> 善化
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 安平區 -> 安平
  [台南] 善化區 -> 善化
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 善化區 -> 善化
  [台南] 善化區 -> 善化
  [台南] 麻豆區 -> 麻豆
  [台南] 白河區 -> 白河
  [台南] 學甲區 -> 學甲
  [台南] 學甲區 -> 學甲
  [台南] 後壁區 -> 後壁
  [台南] 玉井區 -> 玉井
  [台南] 南化區 -> 南化
  [台南] 仁德區 -> 仁德
  [台南] 新營區 -> 新營
  [台南] 新營區 -> 新營
  [台南] 柳營區 -> 柳營
  [台南] 麻豆區 -> 麻豆
  [台南] 七股區 -> 七股
  [台南] 七股區 -> 七股
  [台南] 仁德區 -> 仁德
  [台南] 龍崎區 -> 龍崎
  [台南] 龍崎區 -> 龍崎
  [台南] 山上區 -> 山上
  [台南] 山上區 -> 山上
  [台南] 楠西區 -> 楠西
  [台南] 楠西區 -> 楠西
  [台南] 南化區 -> 南化
  [台南] 官田區 -> 官田
  [台南] 大內區 -> 大內
  [台南] 六甲區 -> 六甲
  [台南] 六甲區 -> 六甲
  [台南] 下營區 -> 下營
  [台南] 柳營區 -> 柳營
  [台南] 新市區 -> 新市
  [台南] 將軍區 -> 將軍
  [台南] 北門區 -> 北門
  [台南] 安南區 -> 安南
  [台南] 安南區 -> 安南
  [台南] 歸仁區 -> 歸仁
  [台南] 歸仁區 -> 歸仁
  [台南] 鹽水區 -> 鹽水
  [台南] 鹽水區 -> 鹽水
  [台南] 佳里區 -> 佳里
  [台南] 北門區 -> 北門
  [台南] 將軍區 -> 將軍
  [台南] 左鎮區 -> 左鎮
  [台南] 新市區 -> 新市
  [台南] 玉井區 -> 玉井
  [台南] 關廟區 -> 關廟
  [台南] 麻豆區 -> 麻豆
  [台南] 中西區 -> 中西
  [台南] 善化區 -> 善化
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 麻豆區 -> 麻豆
  [台南] 麻豆區 -> 麻豆
  [台南] 新化區 -> 新化
  [台南] 佳里區 -> 佳里
  [台南] 佳里區 -> 佳里
  [台南] 白河區 -> 白河
  [台南] 學甲區 -> 學甲
  [台南] 後壁區 -> 後壁
  [台南] 後壁區 -> 後壁
  [台南] 新化區 -> 新化
  [台南] 玉井區 -> 玉井
  [台南] 麻豆區 -> 麻豆
  [台南] 佳里區 -> 佳里
  [台南] 學甲區 -> 學甲
  [台南] 下營區 -> 下營
  [台南] 鹽水區 -> 鹽水
  [台南] 善化區 -> 善化
  [台南] 新市區 -> 新市
  [台南] 麻豆區 -> 麻豆
  [台南] 西港區 -> 西港
  [台南] 東山區 -> 東山
  [台南] 七股區 -> 七股
  [台南] 七股區 -> 七股
  [台南] 七股區 -> 七股
  [台南] 七股區 -> 七股
  [台南] 七股區 -> 七股
  [台南] 新營區 -> 新營
  [台南] 新營區 -> 新營
  [台南] 玉井區 -> 玉井
  [台南] 六甲區 -> 六甲
  [台南] 柳營區 -> 柳營
  [台南] 新市區 -> 新市
  [台南] 歸仁區 -> 歸仁
  [台南] 官田區 -> 官田
  [台南] 麻豆區 -> 麻豆
  [台南] 北門區 -> 北門
  [台南] 學甲區 -> 學甲
  [台南] 仁德區 -> 仁德
  [台南] 六甲區 -> 六甲
  [台南] 官田區 -> 官田
  [台南] 東山區 -> 東山
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 安平區 -> 安平
  [台南] 安平區 -> 安平
  [台南] 安平區 -> 安平
  [台南] 安平區 -> 安平
  [台南] 安平區 -> 安平
  [台南] 安平區 -> 安平
  [台南] 安平區 -> 安平
  [台南] 歸仁區 -> 歸仁
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 佳里區 -> 佳里
  [台南] 佳里區 -> 佳里
  [台南] 玉井區 -> 玉井
  [台南] 學甲區 -> 學甲
  [台南] 台南中西區 -> 台南中西
  [台南] 台南中西區 -> 台南中西
  [台南] 安平區 -> 安平
  [台南] 安平區 -> 安平
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [台南] 中西區 -> 中西
  [高雄] 左營區 -> 左營
  [高雄] 旗山區 -> 旗山
  [高雄] 美濃區 -> 美濃
  [高雄] 楠梓區 -> 楠梓
  [高雄] 岡山區 -> 岡山
  [高雄] 岡山區 -> 岡山
  [高雄] 橋頭區 -> 橋頭
  [高雄] 前金區 -> 前金
  [高雄] 前金區 -> 前金
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前金區 -> 前金
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 前金區 -> 前金
  [高雄] 三民區 -> 三民
  [高雄] 前金區 -> 前金
  [高雄] 湖內區 -> 湖內
  [高雄] 美濃區 -> 美濃
  [高雄] 鳳山區 -> 鳳山
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 前金區 -> 前金
  [高雄] 前鎮區 -> 前鎮
  [高雄] 左營區 -> 左營
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 前鎮區 -> 前鎮
  [高雄] 三民區 -> 三民
  [高雄] 鳳山區 -> 鳳山
  [高雄] 前鎮區 -> 前鎮
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 前鎮區 -> 前鎮
  [高雄] 仁武區 -> 仁武
  [高雄] 林園區 -> 林園
  [高雄] 仁武區 -> 仁武
  [高雄] 左營區 -> 左營
  [高雄] 旗山區 -> 旗山
  [高雄] 美濃區 -> 美濃
  [高雄] 美濃區 -> 美濃
  [高雄] 美濃區 -> 美濃
  [高雄] 橋頭區 -> 橋頭
  [高雄] 鼓山區 -> 鼓山
  [高雄] 新興區 -> 新興
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 楠梓區 -> 楠梓
  [高雄] 小港區 -> 小港
  [高雄] 鳳山區 -> 鳳山
  [高雄] 大寮區 -> 大寮
  [高雄] 大社區 -> 大社
  [高雄] 大樹區 -> 大樹
  [高雄] 大樹區 -> 大樹
  [高雄] 大樹區 -> 大樹
  [高雄] 大樹區 -> 大樹
  [高雄] 阿蓮區 -> 阿蓮
  [高雄] 阿蓮區 -> 阿蓮
  [高雄] 湖內區 -> 湖內
  [高雄] 茄萣區 -> 茄萣
  [高雄] 梓官區 -> 梓官
  [高雄] 美濃區 -> 美濃
  [高雄] 杉林區 -> 杉林
  [高雄] 左營區 -> 左營
  [高雄] 三民區 -> 三民
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 大寮區 -> 大寮
  [高雄] 大寮區 -> 大寮
  [高雄] 鳥松區 -> 鳥松
  [高雄] 鳥松區 -> 鳥松
  [高雄] 仁武區 -> 仁武
  [高雄] 大樹區 -> 大樹
  [高雄] 新興區 -> 新興
  [高雄] 大寮區 -> 大寮
  [高雄] 大社區 -> 大社
  [高雄] 苓雅區 -> 苓雅
  [高雄] 岡山區 -> 岡山
  [高雄] 美濃區 -> 美濃
  [高雄] 苓雅區 -> 苓雅
  [高雄] 左營區 -> 左營
  [高雄] 岡山區 -> 岡山
  [高雄] 旗山區 -> 旗山
  [高雄] 旗山區 -> 旗山
  [高雄] 田寮區 -> 田寮
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 前金區 -> 前金
  [高雄] 鳳山區 -> 鳳山
  [高雄] 岡山區 -> 岡山
  [高雄] 旗山區 -> 旗山
  [高雄] 旗山區 -> 旗山
  [高雄] 美濃區 -> 美濃
  [高雄] 左營區 -> 左營
  [高雄] 鼓山區 -> 鼓山
  [高雄] 左營區 -> 左營
  [高雄] 三民區 -> 三民
  [高雄] 苓雅區 -> 苓雅
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 鼓山區 -> 鼓山
  [高雄] 三民區 -> 三民
  [高雄] 前金區 -> 前金
  [高雄] 前鎮區 -> 前鎮
  [高雄] 仁武區 -> 仁武
  [高雄] 新興區 -> 新興
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 前金區 -> 前金
  [高雄] 前鎮區 -> 前鎮
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鳥松區 -> 鳥松
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 三民區 -> 三民
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 新興區 -> 新興
  [高雄] 左營區 -> 左營
  [高雄] 鼓山區 -> 鼓山
  [高雄] 楠梓區 -> 楠梓
  [高雄] 新興區 -> 新興
  [高雄] 前金區 -> 前金
  [高雄] 前金區 -> 前金
  [高雄] 苓雅區 -> 苓雅
  [高雄] 前鎮區 -> 前鎮
  [高雄] 大寮區 -> 大寮
  [高雄] 仁武區 -> 仁武
  [高雄] 岡山區 -> 岡山
  [高雄] 岡山區 -> 岡山
  [高雄] 路竹區 -> 路竹
  [高雄] 湖內區 -> 湖內
  [高雄] 甲仙區 -> 甲仙
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 三民區 -> 三民
  [高雄] 小港區 -> 小港
  [高雄] 鳳山區 -> 鳳山
  [高雄] 小港區 -> 小港
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 大社區 -> 大社
  [高雄] 內門區 -> 內門
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 大寮區 -> 大寮
  [高雄] 大樹區 -> 大樹
  [高雄] 大社區 -> 大社
  [高雄] 彌陀區 -> 彌陀
  [高雄] 新興區 -> 新興
  [高雄] 梓官區 -> 梓官
  [高雄] 橋頭區 -> 橋頭
  [高雄] 鳥松區 -> 鳥松
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 楠梓區 -> 楠梓
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 新興區 -> 新興
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 前鎮區 -> 前鎮
  [高雄] 新興區 -> 新興
  [高雄] 鳳山區 -> 鳳山
  [高雄] 岡山區 -> 岡山
  [高雄] 苓雅區 -> 苓雅
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 鳳山區 -> 鳳山
  [高雄] 岡山區 -> 岡山
  [高雄] 苓雅區 -> 苓雅
  [高雄] 苓雅區 -> 苓雅
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 前金區 -> 前金
  [高雄] 前金區 -> 前金
  [高雄] 前金區 -> 前金
  [高雄] 前金區 -> 前金
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 旗山區 -> 旗山
  [高雄] 旗山區 -> 旗山
  [高雄] 橋頭區 -> 橋頭
  [高雄] 新興區 -> 新興
  [高雄] 苓雅區 -> 苓雅
  [高雄] 前鎮區 -> 前鎮
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 前金區 -> 前金
  [高雄] 苓雅區 -> 苓雅
  [高雄] 左營區 -> 左營
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 新興區 -> 新興
  [高雄] 左營區 -> 左營
  [高雄] 前金區 -> 前金
  [高雄] 鼓山區 -> 鼓山
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 新興區 -> 新興
  [高雄] 鼓山區 -> 鼓山
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 苓雅區 -> 苓雅
  [高雄] 鳳山區 -> 鳳山
  [高雄] 三民區 -> 三民
  [高雄] 新興區 -> 新興
  [高雄] 左營區 -> 左營
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 旗山區 -> 旗山
  [高雄] 美濃區 -> 美濃
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 三民區 -> 三民
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 小港區 -> 小港
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 大寮區 -> 大寮
  [高雄] 大寮區 -> 大寮
  [高雄] 林園區 -> 林園
  [高雄] 林園區 -> 林園
  [高雄] 大社區 -> 大社
  [高雄] 仁武區 -> 仁武
  [高雄] 路竹區 -> 路竹
  [高雄] 路竹區 -> 路竹
  [高雄] 湖內區 -> 湖內
  [高雄] 茄萣區 -> 茄萣
  [高雄] 茄萣區 -> 茄萣
  [高雄] 永安區 -> 永安
  [高雄] 梓官區 -> 梓官
  [高雄] 內門區 -> 內門
  [高雄] 桃源區 -> 桃源
  [高雄] 那瑪夏區 -> 那瑪夏
  [高雄] 鼓山區 -> 鼓山
  [高雄] 楠梓區 -> 楠梓
  [高雄] 三民區 -> 三民
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 鳳山區 -> 鳳山
  [高雄] 大寮區 -> 大寮
  [高雄] 仁武區 -> 仁武
  [高雄] 大寮區 -> 大寮
  [高雄] 小港區 -> 小港
  [高雄] 小港區 -> 小港
  [高雄] 小港區 -> 小港
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 鳥松區 -> 鳥松
  [高雄] 甲仙區 -> 甲仙
  [高雄] 大社區 -> 大社
  [高雄] 大樹區 -> 大樹
  [高雄] 路竹區 -> 路竹
  [高雄] 六龜區 -> 六龜
  [高雄] 三民區 -> 三民
  [高雄] 六龜區 -> 六龜
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 大寮區 -> 大寮
  [高雄] 大社區 -> 大社
  [高雄] 岡山區 -> 岡山
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 旗津區 -> 旗津
  [高雄] 桃源區 -> 桃源
  [高雄] 桃源區 -> 桃源
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 湖內區 -> 湖內
  [高雄] 湖內區 -> 湖內
  [高雄] 美濃區 -> 美濃
  [高雄] 苓雅區 -> 苓雅
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 旗山區 -> 旗山
  [高雄] 左營區 -> 左營
  [高雄] 前金區 -> 前金
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 鳳山區 -> 鳳山
  [高雄] 前金區 -> 前金
  [高雄] 六龜區 -> 六龜
  [高雄] 鳳山區 -> 鳳山
  [高雄] 新興區 -> 新興
  [高雄] 左營區 -> 左營
  [高雄] 鳳山區 -> 鳳山
  [高雄] 前鎮區 -> 前鎮
  [高雄] 鳳山區 -> 鳳山
  [高雄] 苓雅區 -> 苓雅
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 美濃區 -> 美濃
  [高雄] 橋頭區 -> 橋頭
  [高雄] 橋頭區 -> 橋頭
  [高雄] 橋頭區 -> 橋頭
  [高雄] 前金區 -> 前金
  [高雄] 鼓山區 -> 鼓山
  [高雄] 前金區 -> 前金
  [高雄] 前鎮區 -> 前鎮
  [高雄] 苓雅區 -> 苓雅
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 鼓山區 -> 鼓山
  [高雄] 苓雅區 -> 苓雅
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 左營區 -> 左營
  [高雄] 前金區 -> 前金
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 前金區 -> 前金
  [高雄] 三民區 -> 三民
  [高雄] 新興區 -> 新興
  [高雄] 三民區 -> 三民
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鳳山區 -> 鳳山
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前金區 -> 前金
  [高雄] 前鎮區 -> 前鎮
  [高雄] 左營區 -> 左營
  [高雄] 苓雅區 -> 苓雅
  [高雄] 左營區 -> 左營
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 鼓山區 -> 鼓山
  [高雄] 左營區 -> 左營
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 旗山區 -> 旗山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 左營區 -> 左營
  [高雄] 楠梓區 -> 楠梓
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 新興區 -> 新興
  [高雄] 苓雅區 -> 苓雅
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 小港區 -> 小港
  [高雄] 小港區 -> 小港
  [高雄] 小港區 -> 小港
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 林園區 -> 林園
  [高雄] 林園區 -> 林園
  [高雄] 鳥松區 -> 鳥松
  [高雄] 大社區 -> 大社
  [高雄] 岡山區 -> 岡山
  [高雄] 橋頭區 -> 橋頭
  [高雄] 路竹區 -> 路竹
  [高雄] 永安區 -> 永安
  [高雄] 梓官區 -> 梓官
  [高雄] 旗山區 -> 旗山
  [高雄] 旗山區 -> 旗山
  [高雄] 內門區 -> 內門
  [高雄] 三民區 -> 三民
  [高雄] 前金區 -> 前金
  [高雄] 前金區 -> 前金
  [高雄] 苓雅區 -> 苓雅
  [高雄] 小港區 -> 小港
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 林園區 -> 林園
  [高雄] 那瑪夏區 -> 那瑪夏
  [高雄] 仁武區 -> 仁武
  [高雄] 小港區 -> 小港
  [高雄] 小港區 -> 小港
  [高雄] 楠梓區 -> 楠梓
  [高雄] 橋頭區 -> 橋頭
  [高雄] 茄萣區 -> 茄萣
  [高雄] 六龜區 -> 六龜
  [高雄] 茂林區 -> 茂林
  [高雄] 三民區 -> 三民
  [高雄] 六龜區 -> 六龜
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 大寮區 -> 大寮
  [高雄] 大社區 -> 大社
  [高雄] 大社區 -> 大社
  [高雄] 小港區 -> 小港
  [高雄] 左營區 -> 左營
  [高雄] 梓官區 -> 梓官
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 楠梓區 -> 楠梓
  [高雄] 燕巢區 -> 燕巢
  [高雄] 田寮區 -> 田寮
  [高雄] 苓雅區 -> 苓雅
  [高雄] 路竹區 -> 路竹
  [高雄] 路竹區 -> 路竹
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 新興區 -> 新興
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 新興區 -> 新興
  [高雄] 岡山區 -> 岡山
  [高雄] 新興區 -> 新興
  [高雄] 大寮區 -> 大寮
  [高雄] 岡山區 -> 岡山
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 鳳山區 -> 鳳山
  [高雄] 新興區 -> 新興
  [高雄] 旗津區 -> 旗津
  [高雄] 苓雅區 -> 苓雅
  [高雄] 苓雅區 -> 苓雅
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 鼓山區 -> 鼓山
  [高雄] 鼓山區 -> 鼓山
  [高雄] 前金區 -> 前金
  [高雄] 前金區 -> 前金
  [高雄] 鳳山區 -> 鳳山
  [高雄] 美濃區 -> 美濃
  [高雄] 美濃區 -> 美濃
  [高雄] 美濃區 -> 美濃
  [高雄] 橋頭區 -> 橋頭
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前金區 -> 前金
  [高雄] 鳳山區 -> 鳳山
  [高雄] 苓雅區 -> 苓雅
  [高雄] 左營區 -> 左營
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鼓山區 -> 鼓山
  [高雄] 左營區 -> 左營
  [高雄] 苓雅區 -> 苓雅
  [高雄] 新興區 -> 新興
  [高雄] 三民區 -> 三民
  [高雄] 前鎮區 -> 前鎮
  [高雄] 苓雅區 -> 苓雅
  [高雄] 新興區 -> 新興
  [高雄] 前金區 -> 前金
  [高雄] 三民區 -> 三民
  [高雄] 前金區 -> 前金
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 新興區 -> 新興
  [高雄] 苓雅區 -> 苓雅
  [高雄] 鼓山區 -> 鼓山
  [高雄] 新興區 -> 新興
  [高雄] 鼓山區 -> 鼓山
  [高雄] 前金區 -> 前金
  [高雄] 小港區 -> 小港
  [高雄] 左營區 -> 左營
  [高雄] 苓雅區 -> 苓雅
  [高雄] 左營區 -> 左營
  [高雄] 左營區 -> 左營
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 旗山區 -> 旗山
  [高雄] 美濃區 -> 美濃
  [高雄] 美濃區 -> 美濃
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鹽埕區 -> 鹽埕
  [高雄] 鼓山區 -> 鼓山
  [高雄] 左營區 -> 左營
  [高雄] 楠梓區 -> 楠梓
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 三民區 -> 三民
  [高雄] 新興區 -> 新興
  [高雄] 新興區 -> 新興
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 前鎮區 -> 前鎮
  [高雄] 小港區 -> 小港
  [高雄] 旗津區 -> 旗津
  [高雄] 旗津區 -> 旗津
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 鳳山區 -> 鳳山
  [高雄] 大寮區 -> 大寮
  [高雄] 林園區 -> 林園
  [高雄] 鳥松區 -> 鳥松
  [高雄] 大社區 -> 大社
  [高雄] 仁武區 -> 仁武
  [高雄] 大樹區 -> 大樹
  [高雄] 阿蓮區 -> 阿蓮
  [高雄] 路竹區 -> 路竹
  [高雄] 路竹區 -> 路竹
  [高雄] 梓官區 -> 梓官
  [高雄] 旗山區 -> 旗山
  [高雄] 桃源區 -> 桃源
  [高雄] 楠梓區 -> 楠梓
  [高雄] 苓雅區 -> 苓雅
  [高雄] 前鎮區 -> 前鎮
  [高雄] 小港區 -> 小港
  [高雄] 湖內區 -> 湖內
  [高雄] 那瑪夏區 -> 那瑪夏
  [高雄] 大寮區 -> 大寮
  [高雄] 大寮區 -> 大寮
  [高雄] 小港區 -> 小港
  [高雄] 小港區 -> 小港
  [高雄] 楠梓區 -> 楠梓
